Land_ID,Location,State,District,Land_Type,Area_Acres,Current_Price_Per_Acre,Total_Value,Year_Purchased,Distance_to_Highway_KM,Distance_to_City_KM,Distance_to_Airport_KM,Water_Availability,Electricity_Availability,Zoning,Annual_Appreciation_Percent,Risk_Score,Market_Demand_Index,Expected_ROI_5Y,Population_Growth_Rate,Infrastructure_Score,Flood_Risk,Rental_Yield_Percent,Government_Project_Score,Road_Connectivity_Score,Last_Updated
L03612,Bengaluru,Karnataka,Bengaluru Urban,Commercial,19.54,1536535,30023893.9,2025,44.5,72.0,64.8,Yes,Yes,Residential,19.58,2,44,141,1.07,47,4,10.6,92,73,2026-05-29
L03613,Pune,Maharashtra,Pune,Industrial,13.33,9336709,124458330.97,2020,18.9,1.6,11.4,No,Yes,Commercial,23.38,3,92,50,1.81,53,3,5.16,87,74,2026-05-29
L03614,Sambalpur,Odisha,Sambalpur,Commercial,14.49,9095971,131800619.79,2020,33.8,8.4,40.0,No,No,Agricultural,6.16,2,42,33,4.2,63,2,8.35,81,87,2026-05-29
L03615,Puri,Odisha,Puri,Commercial,5.09,13855626,70525136.34,2015,16.1,17.5,86.9,No,Yes,Commercial,8.34,2,41,21,3.22,54,3,9.34,46,71,2026-05-29
L03616,Sambalpur,Odisha,Sambalpur,Residential,7.98,4615867,36834618.66,2024,4.3,39.3,8.7,No,Yes,Mixed Use,24.72,5,58,22,5.45,57,5,5.73,99,43,2026-05-29
L03617,Hyderabad,Telangana,Hyderabad,Agricultural,7.48,9439307,70606016.36,2026,29.1,52.5,44.6,Yes,No,Commercial,14.3,5,40,49,1.65,95,5,3.87,58,76,2026-05-29
L03618,Pune,Maharashtra,Pune,Residential,16.57,10790965,178806290.05,2025,14.7,54.1,113.9,No,Yes,Agricultural,24.8,5,90,20,3.88,85,4,8.01,66,69,2026-05-29
L03619,Puri,Odisha,Puri,Industrial,9.51,6293998,59855920.98,2020,42.0,76.6,90.8,No,Yes,Mixed Use,16.93,1,59,143,1.08,57,1,8.09,65,50,2026-05-29
L03620,Bhubaneswar,Odisha,Khordha,Residential,8.83,12382197,109334799.51,2020,10.3,39.8,109.5,No,No,Agricultural,9.95,5,42,124,3.46,100,3,11.65,46,57,2026-05-29
L03621,Rourkela,Odisha,Sundargarh,Commercial,7.01,14180477,99405143.77,2017,20.0,44.6,50.3,Yes,Yes,Industrial,15.93,2,100,24,1.53,60,1,1.86,75,86,2026-05-29
L03622,Cuttack,Odisha,Cuttack,Residential,5.16,6707577,34611097.32,2024,8.1,14.5,74.2,Yes,No,Mixed Use,4.34,4,90,30,3.27,70,2,9.97,77,90,2026-05-29
L03623,Bhubaneswar,Odisha,Khordha,Industrial,10.72,8127505,87126853.6,2019,32.2,79.3,5.3,No,No,Mixed Use,15.48,5,64,146,1.4,74,3,1.88,62,66,2026-05-29
L03624,Puri,Odisha,Puri,Commercial,5.57,1931868,10760504.76,2016,27.4,27.7,62.5,No,Yes,Residential,15.84,3,94,20,4.8,81,4,8.02,55,46,2026-05-29
L03625,Sambalpur,Odisha,Sambalpur,Industrial,7.77,11059308,85930823.16,2020,44.1,39.9,64.5,Yes,No,Mixed Use,4.7,3,67,104,0.51,87,2,4.83,90,89,2026-05-29
L03626,Cuttack,Odisha,Cuttack,Residential,9.95,9901181,98516750.95,2021,46.1,4.6,23.8,Yes,Yes,Mixed Use,17.82,3,55,47,1.71,53,2,6.24,91,59,2026-05-29
L03627,Sambalpur,Odisha,Sambalpur,Industrial,8.79,2298727,20205810.33,2016,46.2,10.3,114.7,No,Yes,Agricultural,18.6,5,95,70,4.62,90,3,6.33,71,64,2026-05-29
L03628,Puri,Odisha,Puri,Commercial,19.38,8836380,171249044.4,2023,28.3,4.6,13.0,No,No,Commercial,8.53,1,70,72,5.49,47,2,5.29,96,81,2026-05-29
L03629,Chennai,Tamil Nadu,Chennai,Commercial,6.42,14715546,94473805.32,2020,18.9,60.9,57.9,Yes,No,Mixed Use,22.81,1,79,111,1.25,46,3,6.06,95,61,2026-05-29
L03630,Chennai,Tamil Nadu,Chennai,Residential,11.76,5628357,66189478.32,2023,38.1,11.6,34.5,Yes,No,Mixed Use,8.85,4,92,113,5.78,72,2,10.14,62,69,2026-05-29
L03631,Chennai,Tamil Nadu,Chennai,Agricultural,13.09,12413028,162486536.52,2021,23.8,74.6,60.5,Yes,Yes,Mixed Use,24.53,2,89,93,0.83,46,1,9.11,71,90,2026-05-29
L03632,Bhubaneswar,Odisha,Khordha,Commercial,4.63,6194789,28681873.07,2018,36.0,48.7,40.7,Yes,Yes,Industrial,4.54,3,43,134,5.73,74,5,9.57,90,59,2026-05-29
L03633,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,17.92,12504430,224079385.6,2022,40.2,42.1,12.9,Yes,Yes,Agricultural,9.78,1,63,28,5.2,55,5,11.76,40,73,2026-05-29
L03634,Chennai,Tamil Nadu,Chennai,Commercial,18.66,4462194,83264540.04,2020,21.4,31.0,33.9,Yes,No,Commercial,18.04,2,46,134,1.96,50,2,7.59,69,60,2026-05-29
L03635,Rourkela,Odisha,Sundargarh,Commercial,23.85,13961161,332973689.85,2016,6.0,12.5,27.3,Yes,Yes,Mixed Use,11.95,4,47,144,1.91,43,5,10.74,46,96,2026-05-29
L03636,Rourkela,Odisha,Sundargarh,Industrial,2.19,3087060,6760661.4,2020,7.2,43.5,19.6,No,No,Mixed Use,22.44,4,100,46,4.06,40,4,11.78,54,89,2026-05-29
L03637,Pune,Maharashtra,Pune,Residential,17.78,8008256,142386791.68,2022,32.6,14.1,90.7,Yes,No,Agricultural,11.2,2,49,144,0.58,87,1,5.24,41,93,2026-05-29
L03638,Bengaluru,Karnataka,Bengaluru Urban,Commercial,4.2,1603495,6734679.0,2020,38.6,40.1,36.8,Yes,Yes,Agricultural,24.38,5,60,42,2.43,53,2,7.11,57,78,2026-05-29
L03639,Bhubaneswar,Odisha,Khordha,Industrial,1.57,7214091,11326122.87,2021,11.9,6.7,88.3,No,Yes,Agricultural,23.39,4,44,25,5.07,97,5,8.29,82,47,2026-05-29
L03640,Puri,Odisha,Puri,Industrial,18.65,11738165,218916777.25,2018,24.4,38.3,39.9,Yes,Yes,Agricultural,23.44,5,76,62,3.92,71,4,4.22,94,84,2026-05-29
L03641,Hyderabad,Telangana,Hyderabad,Commercial,22.25,6312450,140452012.5,2022,42.6,9.7,60.6,Yes,Yes,Industrial,21.22,4,79,121,1.81,49,5,8.3,42,94,2026-05-29
L03642,Cuttack,Odisha,Cuttack,Residential,12.01,6637379,79714921.79,2018,19.4,22.8,119.1,No,Yes,Residential,14.76,5,55,61,0.96,83,4,4.76,98,50,2026-05-29
L03643,Puri,Odisha,Puri,Residential,3.58,7059220,25272007.6,2021,28.4,48.7,72.5,No,Yes,Agricultural,23.5,5,77,39,0.55,98,2,7.58,74,97,2026-05-29
L03644,Bengaluru,Karnataka,Bengaluru Urban,Industrial,9.23,5051983,46629803.09,2023,24.4,33.8,68.3,Yes,Yes,Commercial,13.04,1,57,46,4.04,41,4,4.9,47,51,2026-05-29
L03645,Sambalpur,Odisha,Sambalpur,Commercial,14.96,7749022,115925369.12,2026,16.0,44.4,90.8,No,No,Industrial,22.65,5,96,131,1.67,61,4,2.67,62,49,2026-05-29
L03646,Sambalpur,Odisha,Sambalpur,Residential,10.81,12140392,131237637.52,2020,11.6,3.3,84.2,No,Yes,Agricultural,5.53,2,96,90,2.04,52,2,6.33,46,50,2026-05-29
L03647,Hyderabad,Telangana,Hyderabad,Agricultural,4.08,11362619,46359485.52,2023,49.8,61.1,30.5,Yes,No,Residential,18.5,4,86,143,1.32,78,1,10.11,57,46,2026-05-29
L03648,Chennai,Tamil Nadu,Chennai,Commercial,16.52,8378583,138414191.16,2017,0.7,63.4,112.9,No,No,Residential,18.75,4,57,51,3.34,49,3,10.94,57,84,2026-05-29
L03649,Chennai,Tamil Nadu,Chennai,Agricultural,22.23,12899900,286764777.0,2021,21.4,49.1,68.1,Yes,No,Industrial,5.13,1,71,76,4.11,95,5,11.28,53,75,2026-05-29
L03650,Bhubaneswar,Odisha,Khordha,Industrial,12.79,8782303,112325655.37,2019,39.8,31.0,67.1,Yes,No,Residential,3.14,5,74,34,2.97,69,2,10.05,68,51,2026-05-29
L03651,Puri,Odisha,Puri,Commercial,18.85,3714321,70014950.85,2023,46.9,38.2,108.2,Yes,No,Commercial,14.32,5,47,32,4.84,42,4,2.47,80,97,2026-05-29
L03652,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,1.51,1397399,2110072.49,2021,0.6,11.3,60.0,No,No,Residential,14.65,4,53,56,2.96,88,3,6.74,73,53,2026-05-29
L03653,Puri,Odisha,Puri,Agricultural,19.81,6465914,128089756.34,2020,46.8,75.6,49.1,No,Yes,Commercial,15.93,4,96,35,1.23,56,2,2.86,74,74,2026-05-29
L03654,Rourkela,Odisha,Sundargarh,Agricultural,23.79,6513006,154944412.74,2021,5.9,57.6,38.6,Yes,No,Agricultural,3.84,1,87,21,1.04,99,5,1.04,60,46,2026-05-29
L03655,Bhubaneswar,Odisha,Khordha,Industrial,17.86,1275308,22777000.88,2025,33.3,16.7,97.3,No,No,Residential,16.97,3,40,105,2.2,59,3,11.97,82,43,2026-05-29
L03656,Bengaluru,Karnataka,Bengaluru Urban,Industrial,21.13,11887762,251188411.06,2019,20.8,21.9,51.2,No,Yes,Mixed Use,16.81,4,73,33,3.15,40,2,11.65,77,46,2026-05-29
L03657,Bhubaneswar,Odisha,Khordha,Residential,18.25,2581456,47111572.0,2024,48.1,37.2,40.7,No,No,Mixed Use,18.83,4,72,65,3.05,86,5,1.49,93,68,2026-05-29
L03658,Cuttack,Odisha,Cuttack,Commercial,6.71,6626771,44465633.41,2023,20.8,54.2,102.5,No,No,Mixed Use,22.14,5,97,81,2.0,51,1,6.38,84,76,2026-05-29
L03659,Rourkela,Odisha,Sundargarh,Residential,18.08,6945475,125574188.0,2024,2.2,28.9,62.8,No,Yes,Industrial,13.09,2,58,83,3.72,50,3,7.3,95,62,2026-05-29
L03660,Bhubaneswar,Odisha,Khordha,Residential,6.09,9345786,56915836.74,2025,38.7,22.4,97.8,Yes,No,Residential,23.63,1,40,136,3.97,57,2,2.08,77,53,2026-05-29
L03661,Pune,Maharashtra,Pune,Agricultural,20.45,10271921,210060784.45,2018,24.1,29.2,72.6,Yes,Yes,Mixed Use,5.07,3,68,116,2.53,48,5,6.95,75,68,2026-05-29
L03662,Puri,Odisha,Puri,Industrial,13.99,4737027,66271007.73,2016,25.7,42.8,108.8,No,Yes,Residential,15.89,5,55,110,2.22,40,2,4.23,95,72,2026-05-29
L03663,Puri,Odisha,Puri,Residential,18.62,9799945,182474975.9,2023,40.7,69.9,21.4,No,No,Mixed Use,11.41,4,56,57,4.98,48,3,7.18,59,56,2026-05-29
L03664,Bengaluru,Karnataka,Bengaluru Urban,Residential,24.51,2324308,56968789.08,2016,45.4,63.7,48.8,No,No,Commercial,4.53,5,97,126,5.59,44,2,10.79,68,65,2026-05-29
L03665,Chennai,Tamil Nadu,Chennai,Residential,4.12,523682,2157569.84,2016,47.8,20.4,91.4,No,No,Residential,14.47,5,64,122,0.59,77,2,10.53,55,44,2026-05-29
L03666,Rourkela,Odisha,Sundargarh,Industrial,3.99,14572085,58142619.15,2023,28.7,4.0,16.8,Yes,No,Residential,10.43,3,70,78,3.12,58,5,6.86,58,48,2026-05-29
L03667,Pune,Maharashtra,Pune,Residential,0.84,541818,455127.12,2026,44.8,20.4,80.7,Yes,No,Mixed Use,24.91,2,77,81,3.2,85,4,3.09,55,88,2026-05-29
L03668,Chennai,Tamil Nadu,Chennai,Commercial,24.75,14041841,347535564.75,2015,41.2,10.1,26.4,Yes,No,Residential,22.28,1,98,75,1.44,53,2,5.1,99,44,2026-05-29
L03669,Hyderabad,Telangana,Hyderabad,Residential,13.42,3263655,43798250.1,2015,26.2,58.3,104.1,No,No,Residential,21.99,5,70,93,1.48,42,1,6.31,47,83,2026-05-29
L03670,Cuttack,Odisha,Cuttack,Residential,21.24,2657039,56435508.36,2026,49.0,3.7,6.5,No,Yes,Industrial,6.38,1,73,103,2.6,70,4,1.21,64,53,2026-05-29
L03671,Sambalpur,Odisha,Sambalpur,Commercial,6.82,14283126,97410919.32,2017,34.5,20.9,69.3,No,No,Mixed Use,4.55,4,48,63,2.66,70,3,2.45,63,72,2026-05-29
L03672,Puri,Odisha,Puri,Residential,5.85,11848241,69312209.85,2024,26.2,4.0,21.2,Yes,No,Commercial,19.55,1,63,123,0.72,83,2,2.89,57,70,2026-05-29
L03673,Cuttack,Odisha,Cuttack,Residential,2.5,11415204,28538010.0,2026,38.7,73.1,28.4,No,No,Industrial,10.76,5,73,75,3.17,60,4,7.38,97,63,2026-05-29
L03674,Puri,Odisha,Puri,Commercial,9.6,7848162,75342355.2,2026,24.2,35.9,79.9,Yes,Yes,Industrial,10.41,5,60,66,4.84,84,5,5.22,44,81,2026-05-29
L03675,Hyderabad,Telangana,Hyderabad,Industrial,6.72,11554020,77643014.4,2024,9.3,27.9,79.2,Yes,Yes,Commercial,21.04,4,41,28,1.31,55,1,4.08,89,67,2026-05-29
L03676,Chennai,Tamil Nadu,Chennai,Residential,2.96,12928491,38268333.36,2025,28.5,14.8,86.1,No,No,Residential,16.2,3,76,74,1.27,98,5,1.83,59,99,2026-05-29
L03677,Puri,Odisha,Puri,Agricultural,12.47,14892160,185705235.2,2024,44.5,4.3,30.6,Yes,Yes,Commercial,15.71,5,71,133,2.95,64,2,8.4,77,84,2026-05-29
L03678,Hyderabad,Telangana,Hyderabad,Residential,3.72,4631288,17228391.36,2020,32.0,15.5,100.3,No,No,Commercial,9.66,4,90,135,2.72,48,5,3.85,47,66,2026-05-29
L03679,Bengaluru,Karnataka,Bengaluru Urban,Industrial,1.79,13893871,24870029.09,2016,49.7,26.7,81.1,No,No,Commercial,4.84,2,86,21,5.85,88,2,5.62,65,67,2026-05-29
L03680,Pune,Maharashtra,Pune,Commercial,14.23,8963362,127548641.26,2022,27.4,41.9,60.4,Yes,No,Residential,23.43,1,81,66,4.12,86,5,10.9,83,62,2026-05-29
L03681,Cuttack,Odisha,Cuttack,Agricultural,6.33,12115515,76691209.95,2016,6.5,64.3,75.7,Yes,Yes,Residential,16.57,1,56,76,1.37,86,5,5.51,80,80,2026-05-29
L03682,Sambalpur,Odisha,Sambalpur,Agricultural,18.43,13413117,247203746.31,2026,36.4,17.6,14.9,No,Yes,Commercial,22.66,3,93,121,0.6,41,5,1.68,47,43,2026-05-29
L03683,Bhubaneswar,Odisha,Khordha,Agricultural,7.18,5878207,42205526.26,2017,29.8,63.4,114.1,No,No,Industrial,11.68,4,99,22,5.56,74,1,6.75,55,54,2026-05-29
L03684,Rourkela,Odisha,Sundargarh,Residential,12.59,573740,7223386.6,2018,24.3,34.4,24.2,Yes,Yes,Industrial,12.7,5,45,27,5.92,77,2,7.43,74,90,2026-05-29
L03685,Rourkela,Odisha,Sundargarh,Agricultural,20.34,5025122,102210981.48,2021,29.8,13.6,87.1,Yes,No,Industrial,11.42,5,90,105,2.46,44,4,6.38,66,74,2026-05-29
L03686,Chennai,Tamil Nadu,Chennai,Residential,12.6,13493553,170018767.8,2016,6.2,45.7,30.9,No,Yes,Commercial,12.41,5,52,41,3.8,86,1,4.98,61,87,2026-05-29
L03687,Bengaluru,Karnataka,Bengaluru Urban,Industrial,12.87,5559886,71555732.82,2017,34.5,69.3,106.8,Yes,Yes,Agricultural,5.43,3,71,71,5.83,86,2,2.89,78,52,2026-05-29
L03688,Cuttack,Odisha,Cuttack,Agricultural,19.3,595498,11493111.4,2019,21.7,50.8,4.0,No,No,Agricultural,5.99,1,78,68,4.74,93,1,10.27,67,61,2026-05-29
L03689,Bhubaneswar,Odisha,Khordha,Agricultural,24.63,1785955,43988071.65,2017,16.1,46.3,96.9,No,Yes,Commercial,10.58,1,71,146,3.22,69,1,2.16,48,98,2026-05-29
L03690,Hyderabad,Telangana,Hyderabad,Industrial,20.59,7585297,156181265.23,2021,6.7,74.4,49.8,No,Yes,Mixed Use,14.62,3,66,30,3.63,57,3,2.88,88,53,2026-05-29
L03691,Bhubaneswar,Odisha,Khordha,Industrial,12.34,2518711,31080893.74,2021,37.5,5.1,58.9,No,No,Mixed Use,18.7,1,77,30,2.78,67,5,9.58,82,50,2026-05-29
L03692,Bengaluru,Karnataka,Bengaluru Urban,Commercial,15.05,4504748,67796457.4,2021,8.5,29.4,105.7,No,No,Mixed Use,10.03,5,93,125,3.95,73,3,1.47,74,59,2026-05-29
L03693,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,0.94,13819706,12990523.64,2022,29.7,62.5,69.2,No,No,Industrial,7.74,3,49,52,4.25,56,4,5.8,62,54,2026-05-29
L03694,Pune,Maharashtra,Pune,Residential,21.66,12316610,266777772.6,2015,24.1,54.8,117.5,No,Yes,Commercial,23.17,5,63,51,1.8,82,2,1.44,99,79,2026-05-29
L03695,Puri,Odisha,Puri,Commercial,13.73,5988794,82226141.62,2021,24.7,38.1,115.4,No,Yes,Mixed Use,17.64,4,69,142,2.65,42,1,7.54,77,74,2026-05-29
L03696,Bhubaneswar,Odisha,Khordha,Agricultural,10.31,12415617,128005011.27,2015,27.9,62.8,59.2,Yes,No,Industrial,9.8,3,48,37,5.85,79,4,7.54,55,43,2026-05-29
L03697,Chennai,Tamil Nadu,Chennai,Agricultural,3.8,5181711,19690501.8,2015,30.4,63.1,74.0,No,No,Commercial,22.99,1,65,142,4.72,77,4,10.43,98,94,2026-05-29
L03698,Cuttack,Odisha,Cuttack,Residential,10.44,14636664,152806772.16,2019,37.8,66.8,4.8,No,Yes,Commercial,11.06,4,94,22,4.85,63,4,2.68,83,93,2026-05-29
L03699,Hyderabad,Telangana,Hyderabad,Agricultural,18.03,9769370,176141741.1,2026,16.3,34.6,62.3,No,Yes,Agricultural,13.2,1,67,112,3.74,81,5,7.99,76,82,2026-05-29
L03700,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,16.89,12550005,211969584.45,2024,3.7,21.3,116.7,No,Yes,Residential,9.0,1,42,111,5.08,91,4,5.55,64,45,2026-05-29
L03701,Chennai,Tamil Nadu,Chennai,Industrial,4.64,8872029,41166214.56,2019,28.4,5.8,77.0,Yes,Yes,Commercial,12.14,2,88,137,2.24,84,2,2.1,71,88,2026-05-29
L03702,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,23.94,9403840,225127929.6,2022,21.2,77.7,25.7,Yes,Yes,Agricultural,24.19,2,81,136,5.91,42,5,3.68,79,62,2026-05-29
L03703,Bhubaneswar,Odisha,Khordha,Industrial,3.67,9286606,34081844.02,2017,42.3,40.4,117.3,No,Yes,Industrial,9.78,1,75,146,3.98,67,5,9.02,70,91,2026-05-29
L03704,Bhubaneswar,Odisha,Khordha,Residential,4.83,13065651,63107094.33,2017,0.8,22.1,97.6,Yes,No,Mixed Use,21.08,4,43,64,2.23,87,5,1.77,66,69,2026-05-29
L03705,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,7.13,10388478,74069848.14,2015,17.8,35.9,54.4,Yes,Yes,Industrial,20.39,5,76,100,5.01,57,2,4.86,87,99,2026-05-29
L03706,Bhubaneswar,Odisha,Khordha,Commercial,15.61,6122413,95570866.93,2016,41.0,33.3,99.6,Yes,No,Residential,19.4,2,69,115,3.31,55,3,10.9,77,96,2026-05-29
L03707,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,19.02,812855,15460502.1,2015,29.2,49.2,11.0,No,No,Industrial,6.09,1,72,78,5.25,49,4,2.42,77,78,2026-05-29
L03708,Sambalpur,Odisha,Sambalpur,Industrial,16.7,10963181,183085122.7,2019,38.2,57.0,83.6,No,Yes,Mixed Use,12.2,4,90,150,5.9,74,2,10.13,71,70,2026-05-29
L03709,Puri,Odisha,Puri,Residential,10.2,2722936,27773947.2,2023,27.3,78.0,101.2,Yes,No,Industrial,21.83,4,71,104,3.81,86,5,4.56,49,48,2026-05-29
L03710,Chennai,Tamil Nadu,Chennai,Commercial,23.9,14024435,335183996.5,2021,38.0,29.9,70.8,No,No,Mixed Use,7.64,4,83,107,5.21,65,3,8.63,43,45,2026-05-29
L03711,Cuttack,Odisha,Cuttack,Industrial,22.56,7082651,159784606.56,2021,4.8,11.8,101.8,No,Yes,Commercial,10.73,5,80,95,4.6,63,5,1.78,62,90,2026-05-29
L03712,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,3.88,3745805,14533723.4,2025,28.0,60.3,55.3,Yes,Yes,Residential,13.29,3,86,40,5.29,67,2,11.08,98,61,2026-05-29
L03713,Rourkela,Odisha,Sundargarh,Industrial,2.28,11483587,26182578.36,2015,42.2,76.1,106.0,No,Yes,Residential,14.89,4,91,145,3.26,100,4,3.03,48,53,2026-05-29
L03714,Sambalpur,Odisha,Sambalpur,Industrial,9.23,3075510,28386957.3,2025,43.4,8.4,89.8,Yes,No,Residential,5.99,4,60,20,2.66,66,2,11.36,70,93,2026-05-29
L03715,Puri,Odisha,Puri,Agricultural,24.57,13517355,332121412.35,2026,11.0,49.5,107.9,Yes,Yes,Agricultural,9.92,2,96,53,2.68,80,3,8.67,62,57,2026-05-29
L03716,Rourkela,Odisha,Sundargarh,Agricultural,24.78,874401,21667656.78,2015,12.3,46.4,119.2,No,Yes,Mixed Use,9.38,4,48,92,4.98,61,3,2.85,87,48,2026-05-29
L03717,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,22.54,14007957,315739350.78,2022,37.4,78.3,103.8,No,Yes,Mixed Use,3.45,5,56,45,0.83,89,4,4.59,45,78,2026-05-29
L03718,Bengaluru,Karnataka,Bengaluru Urban,Commercial,20.74,862167,17881343.58,2015,26.8,71.1,31.7,No,Yes,Residential,15.49,5,65,71,4.95,46,5,3.08,89,89,2026-05-29
L03719,Pune,Maharashtra,Pune,Agricultural,23.03,3956629,91121165.87,2024,46.6,17.6,47.4,No,Yes,Agricultural,6.63,5,42,128,4.1,51,1,9.43,54,40,2026-05-29
L03720,Sambalpur,Odisha,Sambalpur,Residential,16.61,3966267,65879694.87,2025,39.1,33.2,61.6,No,No,Residential,16.91,1,80,52,2.17,96,2,5.92,80,91,2026-05-29
L03721,Bengaluru,Karnataka,Bengaluru Urban,Commercial,21.98,10534709,231552903.82,2017,22.9,71.2,78.4,No,Yes,Mixed Use,18.73,5,49,97,5.28,62,2,1.1,44,62,2026-05-29
L03722,Bhubaneswar,Odisha,Khordha,Industrial,9.1,5167574,47024923.4,2019,26.8,61.5,86.0,Yes,Yes,Mixed Use,23.77,1,79,106,0.78,77,1,5.0,78,45,2026-05-29
L03723,Puri,Odisha,Puri,Commercial,8.84,8377891,74060556.44,2016,17.9,36.7,73.3,Yes,No,Mixed Use,15.88,2,75,42,4.67,75,3,9.63,96,58,2026-05-29
L03724,Hyderabad,Telangana,Hyderabad,Industrial,22.39,12405602,277761428.78,2016,21.4,22.7,107.0,Yes,Yes,Residential,16.28,4,99,101,4.39,86,3,4.97,55,83,2026-05-29
L03725,Sambalpur,Odisha,Sambalpur,Agricultural,5.35,13496459,72206055.65,2025,46.7,45.8,109.7,No,No,Mixed Use,24.8,5,50,71,4.21,43,5,4.58,54,80,2026-05-29
L03726,Pune,Maharashtra,Pune,Industrial,3.45,8463739,29199899.55,2023,46.9,16.6,112.2,Yes,No,Residential,23.85,4,92,128,4.84,70,2,8.88,88,67,2026-05-29
L03727,Sambalpur,Odisha,Sambalpur,Commercial,20.63,6869273,141713101.99,2023,8.4,20.4,74.3,No,No,Industrial,19.51,3,77,55,5.18,54,3,8.27,58,56,2026-05-29
L03728,Cuttack,Odisha,Cuttack,Residential,23.4,11928308,279122407.2,2015,18.8,13.8,69.9,No,No,Industrial,23.72,2,43,57,4.15,58,1,3.34,45,85,2026-05-29
L03729,Puri,Odisha,Puri,Residential,19.22,8556648,164458774.56,2022,12.8,75.5,105.8,No,Yes,Industrial,5.29,1,68,23,1.9,57,2,7.27,40,50,2026-05-29
L03730,Hyderabad,Telangana,Hyderabad,Commercial,15.18,4463536,67756476.48,2025,13.9,79.5,54.9,Yes,No,Mixed Use,6.05,3,61,94,3.58,92,4,3.53,75,45,2026-05-29
L03731,Puri,Odisha,Puri,Commercial,10.51,4911963,51624731.13,2022,42.3,15.7,118.4,No,No,Residential,3.05,2,70,90,3.26,77,3,10.29,87,40,2026-05-29
L03732,Sambalpur,Odisha,Sambalpur,Agricultural,11.19,1470899,16459359.81,2023,1.3,11.3,108.2,Yes,No,Industrial,15.39,1,78,107,4.15,63,1,11.71,42,80,2026-05-29
L03733,Chennai,Tamil Nadu,Chennai,Industrial,21.92,8758592,191988336.64,2016,38.1,77.1,71.0,Yes,Yes,Commercial,17.73,2,87,114,1.27,51,1,10.64,77,67,2026-05-29
L03734,Bengaluru,Karnataka,Bengaluru Urban,Commercial,4.6,11817123,54358765.8,2019,8.2,42.7,96.0,No,No,Commercial,12.21,1,47,107,0.57,43,3,7.48,77,51,2026-05-29
L03735,Bhubaneswar,Odisha,Khordha,Industrial,16.63,5798564,96430119.32,2021,17.8,70.2,14.7,Yes,No,Industrial,5.18,3,87,45,5.54,84,1,6.86,75,43,2026-05-29
L03736,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,12.76,5738700,73225812.0,2024,10.5,54.7,83.7,Yes,Yes,Commercial,9.14,5,83,111,2.29,43,4,6.0,43,77,2026-05-29
L03737,Hyderabad,Telangana,Hyderabad,Agricultural,0.86,11035518,9490545.48,2020,32.7,71.1,120.0,No,Yes,Industrial,3.84,3,100,135,1.61,75,2,6.02,77,53,2026-05-29
L03738,Cuttack,Odisha,Cuttack,Agricultural,16.59,2691898,44658587.82,2024,12.4,40.0,3.3,Yes,Yes,Agricultural,15.95,2,99,128,1.13,63,1,3.12,48,79,2026-05-29
L03739,Sambalpur,Odisha,Sambalpur,Industrial,6.04,4285393,25883773.72,2018,31.1,76.8,87.8,No,No,Mixed Use,3.05,5,51,62,4.38,58,3,2.69,100,90,2026-05-29
L03740,Cuttack,Odisha,Cuttack,Industrial,9.1,7717257,70227038.7,2016,0.2,64.4,33.4,Yes,Yes,Agricultural,11.44,3,47,49,1.98,41,4,10.73,58,40,2026-05-29
L03741,Hyderabad,Telangana,Hyderabad,Industrial,15.36,1384956,21272924.16,2016,15.4,21.8,2.9,No,Yes,Commercial,22.0,2,74,21,3.4,95,5,5.29,41,89,2026-05-29
L03742,Cuttack,Odisha,Cuttack,Commercial,15.95,13040546,207996708.7,2020,48.6,9.9,80.0,Yes,No,Mixed Use,21.98,2,87,119,4.99,61,2,12.0,64,74,2026-05-29
L03743,Pune,Maharashtra,Pune,Commercial,23.35,14416959,336635992.65,2016,12.8,16.3,51.8,No,No,Residential,14.67,1,57,41,2.01,87,2,4.9,93,75,2026-05-29
L03744,Rourkela,Odisha,Sundargarh,Industrial,6.94,10222647,70945170.18,2026,48.8,75.6,72.1,No,Yes,Industrial,14.34,3,94,139,0.57,100,1,6.14,63,97,2026-05-29
L03745,Pune,Maharashtra,Pune,Commercial,13.27,4238817,56249101.59,2026,13.5,5.6,105.1,No,No,Mixed Use,7.89,5,60,34,2.92,66,4,7.24,54,100,2026-05-29
L03746,Cuttack,Odisha,Cuttack,Agricultural,14.91,4424582,65970517.62,2022,49.4,17.1,22.8,No,No,Residential,14.81,3,83,22,2.99,51,4,2.73,47,61,2026-05-29
L03747,Chennai,Tamil Nadu,Chennai,Industrial,23.34,9075643,211825507.62,2018,16.8,43.6,89.7,Yes,Yes,Commercial,24.04,1,91,85,2.54,73,2,10.42,73,56,2026-05-29
